adon,Verba,0
adopsi,Nomina,0
adoptif,Adjektiva,0
adpertensi,Nomina,0
adrenal,Nomina,0
adrenalin,Nomina,0
adrenergik,Adjektiva,0
adres,Nomina,0
adsorben,Nomina,0
adsorpsi,Nomina,0
adstringen,Nomina,0
adu,Verba,0
adu domba,Verba,-1
adu untung,Verba,-1
aduhai,Interjeksi,1
aduk,Verba,0
aduksi,Nomina,0
aduktor,Nomina,0
adun,Adjektiva,0
adveksi,Nomina,0
adventisia,Nomina,0
adventisius,Adjektiva,0
adverbia,Nomina,0
adverbial,Adjektiva,0
advertensi,Nomina,0
advis,Nomina,0
advokasi,Nomina,0
advokat,Nomina,0
aerasi,Nomina,0
aerator,Nomina,0
aerob,Nomina,0
aerobatik,Nomina,0
aerobik,Adjektiva,0
aerobika,Nomina,0
aerodinamik,Adjektiva,0
aerodinamika,Nomina,0
aerofon,Nomina,0
aerogram,Nomina,0
aerolit,Nomina,0
aerometer,Nomina,0
aeromovel,Nomina,0
aeronautika,Nomina,0
aeroplankton,Nomina,0
aeroskop,Nomina,0
aerosol,Nomina,0
aerostatika,Nomina,0
aestetika,Nomina,0
afair,Nomina,0
afal,Nomina,0
afasia,Nomina,0
afdal,Adjektiva,0
afdeling,Nomina,0
afdruk,Nomina,0
afek,Nomina,0
afeksi,Nomina,0
afektif,Adjektiva,0
aferesis,Nomina,0
afiat,Adjektiva,0
afidavit,Nomina,0
afiks,Nomina,0
afiksasi,Nomina,0
afiliasi,Nomina,0
afinitas,Nomina,0
afirmasi,Nomina,0
afirmatif,Adjektiva,0
afonia,Nomina,0
aforisme,Nomina,0
afotik,Adjektiva,0
afrasia,Nomina,0
afrikat,Nomina,0
afrodisiak,Nomina,0
afsun,Nomina,0
agak,Nomina,0
agal,Nomina,0
agalaksia,Adjektiva,0
agam,Adjektiva,0
agama,Nomina,0
agamais,Adjektiva,0
agamawi,Adjektiva,0
agamen,Nomina,0
agamet,Nomina,0
agami,Nomina,0
agamogenesis,Nomina,0
agar,Konjungsi,0
agas,Nomina,0
agen,Nomina,0
agenda,Nomina,0
agentif,Adjektiva,0
agih,Verba,0
agil,Nomina,0
agio,Nomina,0
agiria,Nomina,0
agitasi,Nomina,0
agitatif,Adjektiva,0
agitator,Nomina,0
aglikon,Nomina,0
aglomerasi,Nomina,0
aglomerat,Nomina,0
aglutinasi,Nomina,0
aglutinat,Nomina,0
aglutinatif,Adjektiva,0
aglutinin,Nomina,0
agnosia,Nomina,0
agnostik,Nomina,0
agnostisisme,Nomina,0
agogo,Nomina,0
agon,Nomina,0
agonia,Nomina,0
agonis,Nomina,0
agonistik,Nomina,0
agorafobia,Nomina,0
agradasi,Nomina,0
agrafia,Nomina,0
agraria,Nomina,0
agraris,Adjektiva,0
agregasi,Nomina,0
agregat,Nomina,0
agregatif,Adjektiva,0
agresi,Nomina,0
agresif,Adjektiva,0
agresivitas,Nomina,0
agresor,Nomina,0
agripnia,Nomina,0
agrobisnis,Nomina,0
agroekonomi,Nomina,0
agroekosistem,Nomina,0
agroindustri,Nomina,0
agrokimia,Nomina,0
agronom,Nomina,0
agronomi,Nomina,0
agrostologi,Nomina,0
agrowisata,Nomina,0
aguk,Nomina,0
agul,Adjektiva,-1
agun,Nomina,0
agung,Adjektiva,0
agus,Nomina,0
agustus,Nomina,0
agut,Verba,0
ahad,Nomina,0
ahimsa,Nomina,0
ahistoris,Adjektiva,0
ahkam,Nomina,0
ahli,Nomina,0
ahlusuluk,Nomina,0
ahmak,Adjektiva,0
aho,Interjeksi,0
ahwal,Nomina,0
aib,Adjektiva,0
ain,Nomina,0
air,Nomina,0
aja,Nomina,0
ajaib,Adjektiva,0
ajak,Verba,0
ajal,Nomina,0
ajang,Nomina,0
ajar,Nomina,0
ajar-ajar,Nomina,0
ajek,Adjektiva,0
ajektiva,Nomina,0
aji,Adjektiva,0
aji-aji,Nomina,0
ajir,Nomina,0
ajnabi,Nomina,0
ajojing,Nomina,0
aju,Verba,0
ajudan,Nomina,0
ajuk,Verba,0
ajun,Adjektiva,0
ajung,Nomina,0
akad,Nomina,0
akademi,Nomina,0
akademik,Adjektiva,0
akademikus,Nomina,0
akademis,Adjektiva,0
akademisi,Nomina,0
akal,Nomina,1
akan,Adverbia,0
akang,Nomina,0
akapela,Nomina,0
akar,Nomina,0
akas,Adjektiva,0
akasia,Nomina,0
akbar,Adjektiva,1
akene,Nomina,0
akeo,Nomina,0
akh,Interjeksi,0
akhir,Nomina,0
akhirat,Nomina,0
akhirulkalam,Nomina,0
akhlak,Nomina,0
aki,Nomina,0
akibat,Nomina,0
akidah,Nomina,0
akikah,Nomina,0
akil,Adjektiva,0
aklamasi,Nomina,0
aklasia,Nomina,0
akli,Adjektiva,0
aklimasi,Nomina,0
aklimatisasi,Nomina,0
akmal,Adjektiva,0
akolade,Nomina,0
akomodasi,Nomina,0
akomodatif,Adjektiva,0
akor,Adjektiva,0
akordeon,Nomina,0
akrab,Adjektiva,1
akreditasi,Nomina,0
akriflavina,Nomina,0
akrilat,Nomina,0
akrilik,Adjektiva,0
akrobat,Nomina,0
akrobatik,Nomina,0
akrofobia,Nomina,0
akromegali,Nomina,0
akrometer,Nomina,0
akromion,Nomina,0
akronim,Nomina,0
aksa,Adjektiva,0
aksara,Nomina,0
aksarawan,Nomina,0
aksarawati,Nomina,0
akseleran,Nomina,0
akselerasi,Nomina,0
akselerator,Nomina,0
akselerometer,Nomina,0
aksen,Nomina,0
aksentologi,Nomina,0
aksentuasi,Nomina,0
aksep,Nomina,0
akseptabel,Adjektiva,0
akseptabilitas,Nomina,0
akseptasi,Nomina,0
akseptor,Nomina,0
akses,Nomina,0
aksesibilitas,Nomina,0
aksesori,Nomina,0
aksi,Nomina,0
aksidental,Nomina,0
aksila,Nomina,0
aksiologi,Nomina,0
aksioma,Nomina,0
aksiomatis,Adjektiva,0
aksis,Nomina,0
akson,Nomina,0
aksostil,Nomina,0
akta,Nomina,0
aktif,Adjektiva,1
aktinida,Nomina,0
aktinik,Adjektiva,0
aktinium,Nomina,0
aktinolit,Nomina,0
aktinometer,Nomina,0
aktiva,Nomina,0
aktivis,Nomina,0
aktivisme,Nomina,0
aktivitas,Nomina,0
aktor,Nomina,0
aktris,Nomina,0
aktual,Adjektiva,0
aktualisasi,Nomina,0
aktuaria,Nomina,0
aktuaris,Nomina,0
aku,Pronomina,0
akua,Nomina,0
akuades,Nomina,0
akuaduk,Nomina,0
akuakultur,Nomina,0
akualung,Nomina,0
akuamarin,Nomina,0
akuarel,Nomina,0
akuarium,Nomina,0
akuarius,Nomina,0
akuatik,Adjektiva,0
akuifer,Nomina,0
akuisisi,Nomina,0
akuk,Nomina,0
akulturasi,Nomina,0
akumulasi,Nomina,0
akumulatif,Adjektiva,0
akumulator,Nomina,0
akun,Nomina,0
akuntabel,Adjektiva,0
akuntabilitas,Nomina,0
akuntan,Nomina,0
akuntansi,Nomina,0
akupunktur,Nomina,0
akur,Adjektiva,1
akurasi,Nomina,1
akurat,Adjektiva,1
akusatif,Nomina,0
akustik,Adjektiva,0
akustika,Nomina,0
akut,Adjektiva,0
akwal,Nomina,0
ala,Lain-lain,0
alaf,Numeralia,0
alah,Adjektiva,0
alam,Nomina,0
alamak,Interjeksi,0
alamas,Nomina,0
alamat,Nomina,0
alamatulhayat,Nomina,0
alami,Adjektiva,1
alamiah,Adjektiva,0
alang,Nomina,0
alang-alang,Nomina,0
alangkah,Adverbia,0
alantois,Nomina,0
alap,Adjektiva,0
alap-alap,Nomina,0
alarm,Nomina,0
alas,Nomina,0
alat,Nomina,0
alau,Nomina,0
alawar,Nomina,0
albas,Nomina,0
albatros,Nomina,0
albedo,Nomina,0
albedometer,Nomina,0
albinisme,Nomina,0
albino,Nomina,0
albit,Nomina,0
albuginea,Nomina,0
album,Nomina,0
albumen,Nomina,0
albumin,Nomina,0
albuminometer,Nomina,0
albuminuria,Adjektiva,0
aldehida,Nomina,0
alegori,Nomina,0
alegoris,Adjektiva,0
aleksia,Nomina,0
alel,Nomina,0
alem,Adjektiva,0
alergen,Nomina,0
alergi,Nomina,-1
alfa,Nomina,0
alfabet,Nomina,0
alfabetis,Adjektiva,0
alfanumerik,Nomina,0
alga,Adjektiva,0
algojo,Nomina,0
algologi,Nomina,0
algoritme,Nomina,0
alhamdulillah,Interjeksi,1
alhasil,Konjungsi,0
ali,Verba,0
ali-ali,Nomina,0
aliansi,Nomina,0
alias,Lain-lain,0
aliase,Nomina,0
alibi,Nomina,0
alienasi,Nomina,0
alifatik,Adjektiva,0
alih,Verba,0
alih aksara,Nomina,0
alih fungsi,Verba,0
alihragam,Nomina,0
alik,Verba,0
alikuot,Nomina,0
alim,Adjektiva,1
alimentasi,Nomina,0
alimenter,Nomina,0
alinea,Nomina,0
aling,Verba,0
alir,Verba,0
alis,Nomina,0
alisiklik,Adjektiva,0
alit,Nomina,0
aliterasi,Nomina,0
alizarin,Nomina,0
aljabar,Nomina,0
alkali,Nomina,0
alkalinitas,Nomina,0
alkalis,Adjektiva,0
alkaloid,Nomina,0
alkalometri,Nomina,0
alkana,Nomina,0
alkausar,Nomina,0
alkena,Nomina,0
alkil,Nomina,0
alkimia,Nomina,0
alkisah,Nomina,0
alkitab,Nomina,0
alkohol,Nomina,-1
alkoholisme,Nomina,-1
alku,Nomina,0
alkuna,Nomina,0
almamater,Nomina,0
almanak,Nomina,0
almandin,Nomina,0
almandit,Nomina,0
almarhum,Nomina,0
almarhumah,Nomina,0
alobar,Nomina,0
alofon,Nomina,0
alograf,Nomina,0
aloi,Nomina,0
alokasi,Nomina,0
alomerisme,Nomina,0
alomorf,Nomina,0
alonim,Nomina,0
alopesia,Nomina,0
alot,Adjektiva,0
alotropi,Nomina,0
alpa,Adjektiva,0
alpaka,Nomina,0
alperes,Nomina,0
alquran,Nomina,0
altar,Nomina,0
alter ego,Nomina,0
alternasi,Nomina,0
alternatif,Nomina,1
alternator,Nomina,0
altimeter,Nomina,0
alto,Nomina,0
altokumulus,Nomina,0
altostratus,Nomina,0
altruis,Nomina,0
altruisme,Nomina,0
altruistis,Adjektiva,0
alu,Nomina,0
alu-alu,Nomina,0
alum,Adjektiva,0
alumina,Nomina,0
aluminium,Nomina,0
alumni,Nomina,0
alumnus,Nomina,0
alun,Nomina,0
alun-alun,Nomina,0
alung,Nomina,0
alup,Verba,0
alur,Nomina,0
alusi,Nomina,0
aluvial,Adjektiva,0
aluvium,Nomina,0
alveolar,Adjektiva,0
alveolum,Nomina,0
alveolus,Nomina,0
alwah,Nomina,0
ama,Nomina,0
amah,Nomina,0
amal,Nomina,0
amalgam,Nomina,0
amalgamasi,Nomina,0
amalgamator,Nomina,0
aman,Adjektiva,1
amanah,Nomina,1
amanat,Nomina,1
amandel,Nomina,0
amandemen,Nomina,0
amang,Verba,0
amanitin,Nomina,0
amar,Nomina,0
amat,Adverbia,0
amatir,Nomina,-1
amatirisme,Nomina,-1
ambah,Nomina,0
ambak,Verba,0
ambal,Nomina,0
ambalela,Verba,0
ambang,Nomina,0
ambar,Nomina,0
ambasador,Nomina,0
ambek,Verba,0
ambek paramaarta,Adjektiva,0
ambergris,Nomina,0
ambet,Nomina,0
ambigu,Adjektiva,-1
ambiguitas,Nomina,-1
ambil,Verba,0
ambil alih,Verba,0
ambilingual,Nomina,0
ambin,Nomina,0
ambing,Nomina,0
ambisi,Nomina,1
ambisius,Adjektiva,1
ambivalen,Adjektiva,0
ambivalensi,Nomina,0
amblas,Verba,-1
ambles,Verba,-1
amboi,Interjeksi,0
ambring,Adjektiva,0
ambrol,Verba,-1
ambruk,Verba,-1
ambulans,Nomina,0
ambulatori,Adjektiva,0
ambur,Verba,0
amburadul,Adjektiva,-1
ameba,Nomina,0
amebiasis,Nomina,0
ameboid,Adjektiva,0
amebosit,Nomina,0
ameliorasi,Nomina,0
amelioratif,Adjektiva,0
amendemen,Nomina,0
amenorea,Adjektiva,0
amensalisme,Nomina,0
amerisium,Nomina,0
amerospora,Nomina,0
amerta,Adjektiva,0
ametabola,Nomina,0
ametis,Nomina,0
amfetamin,Nomina,0
amfiartrosis,Nomina,0
amfibi,Nomina,0
amfibol,Nomina,0
amfibolisme,Nomina,0
amfiteater,Nomina,0
amfoterik,Adjektiva,0
ami,Adjektiva,0
amigdalin,Nomina,0
amikal,Adjektiva,0
amil,Nomina,0
amilase,Nomina,0
amilopektin,Nomina,0
amin,Lain-lain,0
amina,Nomina,0
aminisasi,Nomina,0
amino,Nomina,0
amir,Nomina,0
amirulbahar,Nomina,0
amirulmukminin,Nomina,0
amis,Adjektiva,-1
amit,Nomina,0
amko,Nomina,0
ammeter,Nomina,0
amnesia,Nomina,-1
amnesti,Nomina,1
amnion,Nomina,0
amniotik,Adjektiva,0
amoi,Nomina,0
amonia,Nomina,0
amonifikasi,Nomina,0
amonium,Nomina,0
amor,Nomina,0
amoral,Adjektiva,0
amorf,Adjektiva,0
amortisasi,Nomina,0
ampai,Adjektiva,0
ampang,Adjektiva,0
ampas,Nomina,0
ampat,Numeralia,0
ampe,Adverbia,0
ampean,Nomina,0
ampek,Nomina,0
ampel,Nomina,0
ampela,Nomina,0
ampelas,Nomina,0
ampere,Nomina,0
amperemeter,Nomina,0
amperometri,Nomina,0
ampisilin,Nomina,0
amplas,Nomina,0
amplifikasi,Nomina,0
amplitudo,Nomina,0
amplop,Nomina,0
ampo,Nomina,0
amprok,Verba,0
amprung,Adjektiva,0
ampu,Verba,0
ampuh,Adjektiva,1
ampuk,Nomina,0
ampul,Verba,0
ampula,Nomina,0
ampun,Nomina,0
amput,Verba,0
amputasi,Nomina,0
amril,Nomina,0
amsal,Nomina,0
amtenar,Nomina,0
amuba,Nomina,0
amuk,Nomina,-1
amulet,Nomina,0
amung,Numeralia,0
amunisi,Nomina,0
ana,Nomina,0
anabasis,Nomina,0
anabiosis,Nomina,0
anabolisme,Nomina,0
anadrom,Nomina,0
anaerob,Nomina,0
anaerobik,Adjektiva,0
anafilaksis,Nomina,0
anafora,Nomina,0
anaforis,Adjektiva,0
anaglif,Nomina,0
anai-anai,Nomina,0
anak,Nomina,0
anak emas,Nomina,0
anak sungai,Nomina,0
anak tiri,Nomina,0
anakoluton,Nomina,0
anakronisme,Nomina,0
anal,Adjektiva,0
analekta,Nomina,0
analeptik,Nomina,0
analgesik,Nomina,0
analis,Nomina,0
analisis,Nomina,0
analitis,Adjektiva,0
analog,Adjektiva,0
analogi,Nomina,0
analsit,Nomina,0
anamel,Nomina,0
anamnesis,Nomina,0
anamorfosis,Nomina,0
ananda,Nomina,0
anang,Nomina,0
anapes,Nomina,0
anarki,Nomina,0
anarkis,Nomina,-1
anarkisme,Nomina,-1
anarkistis,Adjektiva,-1
anasir,Nomina,0
anastomosis,Nomina,0
anatase,Nomina,0
anatomi,Nomina,0
anatomis,Adjektiva,0
anca,Nomina,0
ancam,Verba,0
ancang,Nomina,0
ancol,Nomina,0
anda,Pronomina,0
andai,Nomina,0
andal,Adjektiva,0
andalusit,Nomina,0
andam,Nomina,0
andan,Nomina,0
andang,Nomina,0
andapita,Nomina,0
andesit,Nomina,0
andewi,Nomina,0
andika,Nomina,0
andiko,Nomina,0
andil,Nomina,0
andilau,Nomina,0
andong,Nomina,0
andragogi,Nomina,0
andrawina,Nomina,0
androgen,Nomina,0
androgini,Nomina,0
andrologi,Nomina,0
anduh,Verba,0
aneh,Adjektiva,-1
aneka,Numeralia,0
aneka ragam,Adjektiva,0
anekdot,Nomina,0
aneksasi,Nomina,0
anemia,Nomina,0
anemofili,Nomina,0
anemograf,Nomina,0
anemogram,Nomina,0
anemometer,Nomina,0
aneroid,Adjektiva,0
anestesi,Nomina,0
anestesia,Nomina,0
aneuploid,Nomina,0
aneurisme,Nomina,0
angan,Nomina,0
angel,Adjektiva,0
angga,Verba,0
anggap,Verba,0
anggar,Adverbia,0
anggara,Adjektiva,0
anggit,Verba,0
anggota,Nomina,0
anggrek,Nomina,0
anggrekwan,Nomina,0
angguk,Nomina,0
anggul,Verba,0
anggun,Adjektiva,1
anggur,Verba,0
anggut,Verba,0
angin,Nomina,0
angina,Nomina,0
angiogenesis,Nomina,0
angiologi,Nomina,0
angiosperma,Nomina,0
angit,Adjektiva,0
angka,Nomina,0
angkak,Nomina,0
angkara,Nomina,0
angkasa,Nomina,0
angkat,Verba,0
angkel,Nomina,0
angker,Adjektiva,0
angket,Nomina,0
angklung,Nomina,0
angkuh,Adjektiva,-1
angkuk,Nomina,0
angkup,Nomina,0
angkur,Nomina,0
angkusa,Nomina,0
angkut,Verba,0
angkut-angkut,Nomina,0
angler,Adjektiva,0
anglo,Nomina,0
angot,Adjektiva,0
angpau,Nomina,0
angsa,Nomina,0
angsana,Nomina,0
angsoka,Nomina,0
angsur,Verba,1
anhidrosis,Nomina,0
ani,Nomina,0
ani-ani,Nomina,0
aniaya,Nomina,-1
anil,Nomina,0
anilina,Nomina,0
animasi,Nomina,0
animis,Nomina,0
animisme,Nomina,0
animo,Nomina,0
anion,Nomina,0
aniridia,Adjektiva,0
anis,Nomina,0
anisogamet,Nomina,0
anisogami,Nomina,0
anisokoria,Nomina,0
anja,Adjektiva,0
anjak,Verba,0
anjal,Verba,0
anjang,Verba,0
anjangsana,Nomina,0
anjing,Nomina,-1
anjlok,Verba,-1
anjung,Nomina,0
ankilosis,Nomina,0
anoa,Nomina,0
anode,Nomina,0
anofeles,Nomina,0
anoksemia,Nomina,0
anoksik,Nomina,0
anom,Adjektiva,0
anomali,Nomina,-1
anomi,Nomina,0
anonim,Adjektiva,0
anonimitas,Nomina,0
anoreksia,Nomina,0
anorganik,Adjektiva,0
anosmia,Nomina,0
anotasi,Nomina,0
ansa,Nomina,0
ansambel,Nomina,0
ansar,Nomina,0
anta,Adjektiva,0
antagonis,Nomina,0
antagonisme,Nomina,0
antagonistis,Adjektiva,0
antah,Nomina,0
antamir,Verba,0
antan,Nomina,0
antap,Adjektiva,0
antar,Verba,0
antara,Nomina,0
antarbangsa,Adjektiva,0
antarbenua,Adjektiva,0
antardaerah,Nomina,0
antari,Nomina,0
antariksa,Nomina,0
antariksawan,Nomina,0
antariksawati,Nomina,0
antarkelompok,Adjektiva,0
antarlingkungan,Adjektiva,0
antarmaster,Adjektiva,0
antarmolekul,Nomina,0
antarmuka,Nomina,0
antarnegara,Adjektiva,0
antarplanet,Adjektiva,0
antarpribadi,Adjektiva,0
antarpulau,Adjektiva,0
antarras,Adjektiva,0
antarruang,Adjektiva,0
antarsel,Nomina,0
antarsuku,Nomina,0
antartika,Nomina,0
antarwilayah,Adjektiva,0
antasid,Nomina,0
antasida,Nomina,0
antawacana,Nomina,0
antediluvium,Nomina,0
antefiks,Nomina,0
antek,Nomina,0
anteken,Nomina,0
antelas,Nomina,0
anteliks,Nomina,0
antelmintik,Nomina,0
antelop,Nomina,0
antem,Verba,0
antemeridiem,Adjektiva,0
antena,Nomina,0
antenatal,Nomina,0
anteng,Adjektiva,0
antenul,Nomina,0
antep,Adjektiva,0
antera,Nomina,0
anteridium,Nomina,0
anterior,Adjektiva,0
antero,Numeralia,0
anteseden,Nomina,0
anti,Lain-lain,-1
antianemia,Nomina,0
antiartritik,Nomina,0
antibarion,Nomina,0
antibeku,Nomina,0
antibiosis,Nomina,0
antibiotik,Nomina,0
antibodi,Nomina,0
antidepresan,Nomina,0
antidioksida,Nomina,0
antidiuretik,Nomina,0
antidot,Nomina,0
antienzim,Nomina,0
antiflogistik,Nomina,0
antigen,Nomina,0
antigravitasi,Nomina,0
antih,Verba,0
antihistamin,Nomina,0
antijasad,Nomina,0
antik,Adjektiva,1
antikarat,Adjektiva,0
antikatalis,Nomina,0
antiklimaks,Nomina,0
antiklin,Nomina,0
antiklinal,Adjektiva,0
antiklor,Nomina,0
antikonsepsi,Nomina,0
antikristus,Nomina,0
antikuari,Nomina,0
antikuariat,Nomina,0
antimateri,Nomina,0
antimonium,Nomina,0
antimuntah,Nomina,0
anting,Nomina,0
antinomi,Nomina,0
antinovel,Nomina,0
antipartikel,Nomina,0
antipati,Nomina,0
antipenawar,Nomina,0
antipiretik,Nomina,0
antipode,Nomina,0
antiproton,Nomina,0
antipruritik,Nomina,0
antisemitisme,Nomina,0
antisepsis,Nomina,0
antiseptik,Adjektiva,0
antisiklogenesis,Nomina,0
antisiklon,Nomina,0
antisiklonal,Adjektiva,0
antisiklonis,Adjektiva,0
antisimpul,Nomina,0
antisipasi,Nomina,0
antisipatif,Adjektiva,0
antitank,Adjektiva,0
antitesis,Nomina,0
antitoksin,Nomina,0
antitragus,Nomina,0
antiwirawan,Nomina,0
antizarah,Nomina,0
antoi,Nomina,0
antologi,Nomina,0
antonim,Nomina,0
antonimi,Nomina,0
antop,Nomina,0
antosian,Nomina,0
antraknosa,Nomina,0
antraks,Nomina,0
antrasena,Nomina,0
antrasian,Nomina,0
antrasit,Nomina,0
antre,Verba,0
antri,Verba,0
antromorfis,Nomina,0
antropobiologi,Nomina,0
antropoda,Nomina,0
antropofagi,Nomina,0
antropogeografi,Nomina,0
antropoid,Adjektiva,0
antropolog,Nomina,0
antropologi,Nomina,0
antropometer,Nomina,0
antropomorfisme,Nomina,0
antroponimi,Nomina,0
antroposentris,Adjektiva,0
antroposentrisme,Nomina,0
antroposofi,Nomina,0
antuk,Verba,0
antul,Verba,0
antun,Adjektiva,0
anturium,Nomina,0
antusias,Adjektiva,1
antusiasme,Nomina,1
anu,Nomina,0
anual,Nomina,0
anugerah,Nomina,1
anuitas,Nomina,0
anulir,Verba,-1
anulus,Nomina,0
anumerta,Adjektiva,0
anunasika,Nomina,0
anuresis,Nomina,0
anuria,Nomina,0
anus,Nomina,-1
anuswara,Nomina,0
anut,Verba,0
anyam,Verba,0
anyang,Nomina,0
anyar,Adjektiva,0
anyelir,Nomina,0
anyir,Adjektiva,0
aorta,Nomina,0
apa,Pronomina,0
apabila,Lain-lain,0
apak,Adjektiva,0
apakah,Pronomina,0
apakala,Pronomina,0
apalagi,Konjungsi,0
apam,Nomina,0
apanase,Nomina,0
apar,Nomina,0
aparat,Nomina,0
aparatur,Nomina,0
aparatus,Nomina,0
apartemen,Nomina,0
apartemenisasi,Nomina,0
apartheid,Nomina,0
apartotel,Nomina,0
apas,Adjektiva,0
apatah,Pronomina,0
apati,Nomina,0
apatis,Adjektiva,-1
apatride,Adjektiva,0
ape,Nomina,0
apek,Adjektiva,0
apel,Nomina,0
apelativa,Nomina,0
apendektomi,Nomina,0
apendiks,Nomina,0
apendisitis,Nomina,0
apepsi,Nomina,0
apersepsi,Nomina,0
apes,Adjektiva,0
aphelion,Nomina,0
apheliotropisme,Nomina,0
api,Nomina,-1
apik,Adjektiva,1
apikal,Adjektiva,0
apikultur,Nomina,0
apilan,Nomina,0
apion,Nomina,0
apit,Nomina,0
apium,Nomina,0
apkir,Verba,0
aplasi,Nomina,0
aplaus,Nomina,0
aplikasi,Nomina,1
aplikatif,Adjektiva,1
aplus,Verba,0
apnea,Nomina,0
apodal,Adjektiva,0
apoenzim,Nomina,0
apogami,Nomina,0
apoge,Nomina,0
apograf,Nomina,0
apok,Nomina,0
apokalips,Nomina,0
apokaliptik,Adjektiva,0
apokope,Nomina,0
apokrifa,Nomina,0
apokrin,Adjektiva,0
apokromatik,Adjektiva,0
